0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,193,61,0,0,0,79,0,0,0,0,0,0,197,254,253,253,254,0,0,0,234,0,0,0,0,0,147,253,15,0,253,150,0,0,10,253,0,0,0,0,0,253,2,0,130,200,0,0,0,235,216,0,0,0,0,0,253,0,0,235,155,0,0,114,253,117,0,0,0,0,0,253,0,0,247,238,215,241,253,103,0,0,0,0,0,0,253,0,0,6,229,254,183,5,0,0,0,0,0,0,0,245,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,108,13,0,0,0,0,0,0,0,0,0,0,200,253,252,253,252,178,0,0,0,0,0,0,0,0,29,252,222,84,228,252,252,187,252,94,0,0,0,0,0,141,252,0,0,141,252,252,231,252,252,25,0,0,0,0,216,252,0,0,29,252,252,0,150,252,165,0,0,0,0,253,252,0,0,29,252,252,0,113,252,252,0,0,0,0,255,216,0,0,79,253,203,0,114,253,63,0,0,0,0,253,252,0,0,29,252,252,0,246,252,28,0,0,0,0,13,225,0,0,0,253,253,253,253,209,0,0,0,0,0,0,0,0,0,0,0,100,168,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,24,0,0,0,0,0,0,0,0,0,0,0,67,241,121,254,0,0,0,0,0,0,0,0,0,0,70,208,8,0,172,71,0,0,0,0,0,0,0,0,18,251,0,0,205,254,254,0,0,0,0,0,0,0,0,254,61,31,239,53,254,235,0,0,0,0,0,0,0,173,130,0,226,161,0,254,0,0,0,0,0,0,0,8,252,25,0,241,37,0,234,0,0,0,0,0,0,0,233,65,0,112,112,0,176,53,0,0,0,0,0,0,189,179,0,0,207,0,20,219,0,0,0,0,0,0,89,230,0,0,0,242,186,254,0,0,0,0,0,0,0,135,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,235,254,254,236,3,0,0,0,0,0,0,29,220,254,254,254,155,219,254,254,254,242,0,0,0,0,251,254,153,51,0,0,2,240,254,254,254,0,0,0,0,19,103,0,0,0,0,89,254,254,254,190,0,0,0,0,0,0,0,0,0,0,228,254,254,219,20,0,0,0,0,0,0,0,0,0,0,254,254,254,17,0,0,0,0,0,0,0,0,0,0,0,62,239,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,38,110,109,0,0,0,0,0,0,0,0,0,163,255,254,254,255,254,189,0,0,0,0,0,0,0,231,253,159,253,235,0,89,253,0,0,0,0,0,0,253,201,0,0,253,253,0,0,253,0,0,0,0,0,121,254,7,0,0,243,254,170,0,254,0,0,0,0,11,253,36,0,0,0,0,186,254,253,253,0,0,0,0,228,127,0,0,0,0,0,0,47,105,21,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,149,254,254,254,254,187,64,149,2,0,0,0,0,0,105,254,202,77,29,254,243,0,156,214,0,0,0,0,0,131,254,0,0,181,254,55,0,0,254,6,0,0,0,0,40,254,0,0,254,155,0,0,0,242,130,0,0,0,0,7,254,0,0,254,62,0,0,0,237,130,0,0,0,0,7,254,0,0,254,62,0,0,0,243,191,0,0,0,0,7,254,37,0,254,245,218,62,0,254,130,0,0,0,0,0,12,0,0,33,254,254,254,254,254,17,0,0,0,0,0,0,0,0,0,0,0,0,12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,254,255,172,0,0,0,0,0,0,0,0,0,0,107,253,253,253,253,66,0,0,0,0,0,0,0,0,0,253,129,0,0,246,253,0,0,0,0,0,0,0,0,0,253,0,0,0,83,253,0,0,148,89,0,0,0,0,91,253,129,0,0,83,253,86,82,253,35,0,0,0,0,62,253,88,0,0,3,253,175,250,253,0,0,0,0,0,0,253,129,0,0,0,154,253,253,65,0,0,0,0,0,0,253,186,0,0,0,0,0,0,0,0,0,0,0,0,0,253,253,0,0,0,0,0,0,0,0,0,0,0,0,0,107,253,0,0,0,0,0,0,0,0,0,0,0,0,0,38,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,64,0,0,0,0,0,0,0,0,0,191,255,255,255,255,255,255,0,0,0,0,0,0,0,255,255,191,0,0,128,255,255,64,0,0,0,0,0,255,255,64,0,0,64,255,191,255,191,0,0,0,0,191,255,191,0,0,0,255,255,128,255,128,0,0,0,0,0,255,0,0,0,0,255,255,0,255,128,0,0,0,0,0,0,0,0,0,0,255,255,0,255,64,0,0,0,0,0,0,0,0,0,0,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,191,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,212,252,252,253,65,0,0,0,0,0,0,0,95,252,252,161,45,45,159,252,0,0,0,0,0,3,170,253,218,0,0,0,0,45,253,33,0,0,0,0,222,252,79,0,0,0,83,240,253,252,137,0,0,0,0,23,48,0,0,0,0,252,252,44,252,32,0,0,0,0,0,0,0,0,0,139,253,245,24,253,23,0,0,0,0,0,0,0,0,0,253,202,13,170,252,0,0,0,0,0,0,0,0,0,0,253,69,0,253,189,0,0,0,0,0,0,0,0,0,0,253,47,174,253,0,0,0,0,0,0,0,0,0,0,0,117,252,252,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,51,216,252,253,252,0,0,0,0,0,0,0,0,0,243,252,253,252,53,252,0,0,0,0,0,0,0,63,252,252,227,253,93,253,252,0,0,0,0,0,0,0,234,252,170,156,253,122,253,148,0,0,0,0,0,7,253,253,75,0,51,176,253,214,0,0,0,0,0,0,252,252,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
