label,x,y
0,1238.2299,174.60518
0,821.61053,-148.8053
0,353.25473,343.24313
0,723.68195,62.827217
0,1206.4432,-82.57692
0,1747.522,3.6634755
0,608.3542,103.20149
0,872.27844,267.57272
0,840.2692,268.02744
0,944.1291,-319.26733
0,659.17584,368.68634
0,325.2369,-97.27995
0,923.41046,288.08014
0,1011.14594,-120.95358
0,816.922,152.78716
0,1064.0342,-113.64557
0,1015.29083,157.72194
0,798.22455,-157.93246
0,1031.5953,184.41359
0,1016.05145,249.1361
0,0.9877122,322.5936
0,1358.7151,276.12726
0,1177.7836,86.49196
0,1585.4899,143.74454
0,24.170279,-238.44043
0,1092.9039,342.15134
0,1135.1558,63.44107
0,945.71173,199.02054
0,1234.7001,296.67795
0,1004.54834,185.41296
0,1041.5316,315.37204
0,989.703,43.702137
0,1109.158,428.45166
0,1387.8895,326.96936
0,1409.903,297.86093
0,962.3816,268.93692
0,1135.5616,373.1542
0,1471.1521,146.99481
0,1019.8116,-170.4392
0,1362.2523,315.17456
0,1109.8069,267.53558
0,1076.8507,-42.614063
0,891.8853,-298.88928
0,1273.868,82.59591
0,1036.0499,-117.78335
0,1082.9152,-72.65295
0,1153.9209,-53.04679
0,862.8887,-145.94684
0,1001.02783,276.05975
0,1045.4587,-158.05562
0,1068.9313,300.76126
0,957.10187,299.3442
0,1722.072,-17.428493
0,1072.9904,269.05212
0,693.6779,42.072845
0,942.1919,-88.55896
0,1237.6724,-143.7184
0,395.27722,-110.965485
0,1276.4666,194.6556
0,1318.6436,281.07043
0,624.1098,80.16133
0,1252.1263,205.61407
0,1765.511,40.82677
0,1558.7444,155.71939
0,913.9747,-331.25092
0,1798.2008,62.927612
0,544.2211,-349.3721
0,378.0058,347.07242
0,925.9814,-107.63846
0,861.1772,168.35437
0,702.4939,75.69538
0,1182.3207,-51.53693
0,366.7843,316.87692
0,567.2371,297.96567
0,415.18204,-96.506355
0,392.40085,-76.67146
0,949.35657,322.13513
0,970.9947,231.35454
0,1074.2695,-146.07751
0,1064.3754,230.9175
0,1126.7728,-2.0487437
0,1049.4623,-56.167408
0,1402.3231,265.06116
0,1145.201,329.65408
0,1137.0032,142.84076
0,1047.5957,275.00003
0,1225.6731,72.65247
0,1175.1625,-84.43057
0,1119.588,224.8172
0,1124.5367,309.63727
0,963.46375,164.62416
0,854.5733,-115.05306
0,595.3728,70.76581
0,1175.0931,41.811657
0,1248.0995,324.46237
1,-981.9521,519.8634
1,-847.9101,592.3729
1,-914.6117,295.0576
1,-923.4734,365.51636
1,-948.26117,502.94592
1,-581.6464,334.99466
1,-595.3268,472.80762
1,-915.6485,609.2573
1,-811.5303,335.9636
1,-862.247,504.17148
1,-919.6673,488.89056
1,-924.6566,260.52258
1,-623.28253,554.5008
1,-812.606,691.5272
1,-946.28564,290.7336
1,-843.16205,661.2662
1,-819.38916,558.513
1,-783.8187,662.441
1,-239.09938,-45.66691
1,-819.2275,212.73297
1,-883.2632,483.36588
1,-872.03577,647.0009
1,-690.02606,659.6553
1,-699.8681,589.83545
1,-783.0223,227.78917
1,-832.0292,496.84814
1,-847.1619,539.8849
1,-798.1556,183.34361
1,-844.20404,225.81746
1,-696.87177,560.7474
1,-748.1816,252.12064
1,-743.59467,525.71313
1,-873.952,199.88165
1,-813.72784,249.90714
1,-890.1894,576.0745
1,-902.1941,182.44743
1,-904.18536,455.4693
1,-935.97906,437.701
1,-779.16864,553.23016
1,-833.8553,361.36163
1,-758.60034,625.4897
1,-874.2176,601.32153
1,-770.02423,584.1121
1,-851.24243,698.45465
1,-909.01874,336.45828
1,-815.7657,527.6474
1,-840.99786,310.0608
1,-765.21643,288.26993
1,-745.26874,567.9483
1,-949.3928,542.6348
1,-716.832,184.78665
1,-980.5547,311.1978
1,-907.9167,520.8403
1,-814.8798,466.5125
1,-983.89923,433.7499
1,-684.2337,529.48395
1,-234.73888,791.59546
1,-594.7143,500.76974
1,-799.47894,631.99457
1,-669.0621,550.97644
1,-772.5644,705.13525
1,-870.62476,167.13344
1,-907.11383,388.55038
1,-918.7653,561.2536
1,-692.2983,628.54865
1,-841.45886,182.5448
1,-620.4443,516.4456
1,-797.2003,583.58923
1,-867.4468,252.68933
1,-783.9212,522.45593
1,-1012.99036,341.67767
1,-974.22546,551.1672
1,-585.62805,98.06319
1,-717.641,644.10803
1,-749.6348,223.5349
1,-728.74457,685.6338
1,-851.7446,450.67963
1,-883.0782,275.79666
1,-772.29565,201.54333
1,-664.13745,585.28156
1,-982.74054,479.74652
1,-952.5364,399.64844
1,-943.3146,341.73303
1,-746.1267,167.59842
1,-885.63855,369.22446
1,-68.70845,38.20649
1,-593.14703,533.08954
1,-754.44684,662.20374
1,-898.2654,237.90987
1,-790.49615,262.7025
1,-984.1887,346.44513
1,-842.44946,272.42926
1,-884.6352,312.55472
1,-732.29315,600.49963
1,-811.42865,293.85013
2,-696.43176,135.52023
2,-442.99008,522.7601
2,864.5446,652.9398
2,-193.74518,468.65222
2,85.77227,-307.65768
2,508.66867,193.82135
2,-186.20682,945.5233
2,107.18225,-510.05783
2,-194.5547,315.75284
2,529.9825,31.441072
2,-149.7726,457.21094
2,-594.8181,396.20392
2,118.76852,255.03304
2,498.57782,-225.94844
2,-606.9115,233.08879
2,-482.92407,155.14444
2,-379.98306,784.278
2,229.50983,1184.6958
2,513.9263,87.78204
2,-323.90433,916.2177
2,286.37372,691.2627
2,-159.04831,949.3208
2,-325.71213,804.6606
2,481.83954,79.020546
2,-86.97131,542.1412
2,-290.4222,906.3336
2,-638.5746,238.40848
2,593.8253,155.9734
2,549.08594,-0.65391296
2,96.625595,353.99207
2,742.04565,-27.080153
