label,x,y,z
0,1879.630654974687,1506.2317373752253,-7.989673156796991
0,1657.5838181258266,783.7515870790841,-528.2650948447438
0,1028.7963414125327,348.7587976053679,205.8099536763855
0,1613.2922969175386,662.2377103759428,44.70848936872145
0,2503.5197715351483,1006.0563239928414,-483.7945222886064
0,2799.401434288268,1655.2473974945906,-394.2445269620004
0,1470.7916342427695,428.58725452189816,-80.81219449641694
0,1405.8079043375806,1029.2399408751116,64.5554953077583
0,1179.950477684783,945.9742574170699,4.724104093606334
0,2528.4851267317076,597.1780143143991,-648.2472563533358
0,1801.8796030663127,601.8674226743254,349.4958172036492
0,1600.3363280121655,105.23557057331816,-114.64109000469622
0,1390.1454781584346,998.1965538759092,90.81029813799157
0,1662.7246718012932,775.5852129376013,-167.254899013658
0,1242.3811993357422,835.5241922021215,-158.07665901078065
0,2062.5214659632534,1002.7908142593046,-350.5632921458816
0,1565.92028518762,701.1288887315364,52.854566790701796
0,1347.2151614619265,481.06714883222963,-327.8089763340238
0,1938.5568445013344,953.2168570532433,-41.381948613252945
0,1858.722904106857,1031.0455907529545,-35.9272333546181
0,1497.3264803009235,-51.826738433326376,212.5325935424271
0,2024.5168647398748,1453.5832024343065,-231.05036671919606
0,1767.4278966753297,1006.3182537972286,-227.31311317320004
0,2351.497033662783,1625.1627225651848,-139.2367037591253
0,1963.4488921250895,-307.78329086836015,-188.67144799621877
0,1497.6568942291515,1201.204893670771,179.99453877700648
0,1829.8603066901592,1048.7092937205932,-123.50109718062087
0,1524.0789946775467,1034.0507909250675,-160.09732010343637
0,1864.7690731428859,1354.116785545939,-32.32305589834141
0,1817.7152813163052,984.2612152097843,-413.7284126991197
0,1393.7344883144788,1342.7808361281564,10.639812196801293
0,1625.1486373692987,989.1698856533254,-176.9611265229117
0,1168.8570923636973,1227.0300153830487,165.8117476948505
0,2277.3121403363402,1728.5068874192473,257.4102415707864
0,2187.4807785668845,1812.874926727935,127.42129285487412
0,1817.9661007424297,1113.3006020444536,0.27443354150973776
0,1446.3074624139756,1240.8489782389947,66.28365055399215
0,2378.4921395226556,1330.3046220795657,-281.3249968965773
0,1846.4399530292244,871.2447339544348,-586.8403487095118
0,1744.2429670309211,1627.6606116520672,67.7851922244177
0,1736.6011623591664,1193.216038776075,-2.6228449688740496
0,2005.9481387588635,916.1052449663529,-78.86163150739459
0,1878.5441640136055,533.6535284842556,-640.6810342221518
0,2195.438841199309,1109.8609269777742,-256.0606684934061
0,1462.438581567122,876.7031761675729,-205.62717181590327
0,2410.137679281316,568.7012795824719,-231.2547058184807
0,2346.7934853068687,764.2019597407414,-27.790636022738276
0,1534.7226932690965,769.9973242519414,-378.972230360726
0,1839.8348060409926,1233.6423201321904,-44.823093835068676
0,1937.8781156831249,1003.8732279619896,-535.2984563020991
0,1562.3399439284563,1491.6863121441147,-79.87651305210103
0,1527.9379243480516,1042.7719802737404,39.58704434261069
0,2863.965439579113,1204.3984061103617,-449.2598604927486
0,1405.8931675108997,1316.2780024698648,183.06951714533807
0,1587.4224281212578,691.076244913148,-162.94001067740902
0,1966.0537559489721,652.6256154183407,-247.68849812467386
0,2969.0330175838158,880.4265228984657,-452.0820430870897
0,888.2355843838365,436.0502767906524,-487.56685003162397
0,2148.0758411728098,1405.9733072112444,-89.69869414954145
0,2118.289688148769,1255.1071510681093,37.281389594917464
0,1552.985109690178,505.18397333912355,48.36217111641639
0,2313.196225510809,1351.6727815979223,-129.36504885387325
0,2516.2915769483607,1713.823190927459,-329.5738302902975
0,1763.9000608333445,1538.4973706993376,-302.22262899382616
0,1712.5484753477178,527.6373393348425,-595.53888572549
0,2474.9166763485396,1693.0536624211857,-233.12550532771846
0,1689.2664071576194,356.5058056577685,-440.7778807037572
0,1231.9878252394597,522.7104064128736,187.65516066869415
0,1532.4193165337474,636.178675131071,-350.2819252680755
0,1463.7406937810536,887.871699238183,-161.76384912784442
0,1441.3378260185439,510.97663530201254,9.1247230746715
0,2431.2634752332524,851.351254756162,-367.01520798376737
0,1260.4816868329065,594.5151525296217,96.93299111591264
0,1331.8214155999678,661.2345422320802,-30.22229091910073
0,979.3284235149301,572.2659024328269,-208.49310652038207
0,1086.0490088515214,754.929403749309,-261.736253162494
0,1288.5178194168861,876.684392879069,29.947457189748395
0,1518.8256836009564,837.3991885306592,28.200050801433125
0,1956.9300194313616,972.5522073514043,-306.38509450549424
0,1585.7509613652653,1143.307989581572,-32.852262817280085
0,1810.120583769402,1238.2938018729897,-48.5786931910455
0,2360.1950765353554,832.2648338669567,117.66490659825993
0,1688.8544989888987,1456.9340739905158,70.30484385792577
0,1746.84016036597,1587.7367826618502,206.84783593254733
0,2075.8514837686344,1138.3415093060219,-174.84724417204959
0,1717.6142713127479,1488.609745099434,-146.510723942971
0,2119.7402961628063,983.862215085807,-23.062535880241953
0,2550.896826659905,989.6973321860277,-240.4661953853793
0,1742.0263645126524,1050.9649550148886,-255.76143608900745
0,1623.8187920495927,1254.160314457289,93.88743024548035
0,1491.5176493017807,986.3837414818688,-226.53194032324828
0,1264.6743662882352,796.8092857085446,-325.77541606669286
0,1415.1863163959677,307.0155393098843,52.2808827557481
0,1615.4806426103278,1263.789074262251,-144.30208886820387
0,1530.8668440116153,1149.4898188118216,11.35876576225153
1,852.914517762314,-472.8104555040503,687.800667064842
1,849.1007749624085,-531.8680999163556,747.2707599377217
1,1034.0009593752015,-624.220124335846,558.7142218201092
1,854.3547655120776,-529.1036847061229,511.0636981079652
1,709.4384910164234,-501.8653920950175,536.533678222727
1,1272.3583062675402,-208.12653311920494,343.80210127634996
1,1007.1940416620085,-330.2674298955525,238.79590750221146
1,1074.967056866717,-603.2318069916162,891.2144537483
1,585.4736873699519,-371.046341525178,307.092832476529
1,1102.0740157108958,-788.0757478903046,697.0766130714685
1,762.9798500204538,-568.3102248329924,531.7504670981947
1,1166.959128075287,-673.4906864475807,521.4942437774113
1,1291.474920672628,-562.3279735928757,669.7736922191364
1,1243.0644233310234,-770.9908204869639,775.5906532424282
1,1229.885950380002,-774.0031335433557,648.989667681852
1,1322.5359317942691,-804.1456833947965,925.3810206137533
1,759.5407096449696,-564.0030255141078,542.7002545774415
1,1353.772324725753,-660.3012120515464,818.6155923398908
1,1698.6655888154098,-281.9682276976079,87.88893401643519
1,965.5818055636718,-634.4074937269414,325.8186571617356
1,1034.8410247647228,-742.5838210617206,645.8607507310765
1,1323.6195140674574,-763.2657512130656,984.3072798568321
1,861.4978685030546,-384.7115963784984,777.8701735129926
1,616.3525705388977,-359.9173344282461,534.3921056178713
1,704.4157552526785,-451.80849150739647,226.63645391857497
1,1263.123670475996,-783.6642060398333,803.993260363189
1,881.9896826930378,-654.5756055746124,564.9239743805425
1,783.7174184210401,-352.78844969350354,226.0123237026284
1,1032.5603028873825,-630.6429268667182,327.178310054826
1,614.6277429612859,-355.24948589629827,431.85252680239233
1,518.3039725927372,-325.5536481799586,166.35108676191845
1,1169.025223678451,-684.4195657073419,684.1499079951581
1,819.7187601374416,-504.145789482418,301.56033478049113
1,856.485549803134,-397.85406859050755,394.88769615559397
1,791.9028309537744,-439.3578975870956,729.8411221446802
1,637.0052275846175,-436.85658804661136,274.84243495928496
1,999.3324047476424,-705.6416464264761,593.6848816978669
1,1178.0095075114298,-830.2181413397109,654.5121067027466
1,671.5154101596379,-496.79724879229565,439.7410895377491
1,867.4248478863705,-511.7806693438067,532.554121235838
1,816.8470932479031,-374.8886759895039,786.2149686658196
1,837.9416665903141,-490.027727145967,749.6006642180353
1,769.106968399735,-525.3639941746527,584.2238994409081
