label,x,y
0,1502.3820369370526,322.470126724623
0,862.8250109873444,-342.09703124923357
0,69.54831822850923,332.20886449151914
0,688.6232429054008,164.49402234725235
0,1482.1630686415238,-326.96793518949517
0,2091.1451637204805,-82.05274319653508
0,457.0332609762135,-0.4164515089935876
0,865.6949409516252,316.91346272282544
0,677.9674910772994,268.3253290134073
0,1198.2789216932988,-615.1261802033572
0,657.9374324373083,442.53659809309505
0,200.94573065330917,-111.12867026661718
0,813.1101472448647,344.1132882675479
0,867.3283583858043,-24.26144108659421
0,565.4886589502996,117.19677843122
0,1290.503227615759,-186.93268118568588
0,608.5390986833376,243.74620275809812
0,425.45398818909257,-194.81047128822695
0,1013.1834853709446,179.3476931318529
0,1067.7318970081592,193.46735545446876
0,3.2340475495693326,170.61436516714372
0,1497.8261661129893,114.44927571798887
0,1026.681309008146,10.415843614000947
0,1824.3548890010854,191.674836307766
0,77.85263611561487,-324.7045876893717
0,937.6173799301736,516.1152756849601
0,1146.9986281076197,80.97940322492201
0,906.125747587739,120.71450900233225
0,1294.9160318374186,305.1453977333897
0,1040.5963530757795,-158.58481838208138
0,1080.2492356622843,370.3996796133087
0,946.6320334938459,65.71864174597827
0,799.4812715037602,537.8623062394554
0,1766.7018457841607,628.1605113805824
0,1820.3762967060204,536.7029718256922
0,1156.7469287533363,236.99310205686567
0,964.449051419975,419.57713868924543
0,1549.556430118809,9.39550590441902
0,1075.9565461299471,-411.7200717343734
0,1445.069685739177,480.11192012970974
0,1097.1013299367496,304.03083868403274
0,1138.251266970307,63.21219442052442
0,815.0561524306291,-551.9109774310832
0,1337.490290560921,-39.00830751011382
0,835.7667404292733,-4.931900357198124
0,1077.9771945548036,-216.75605703260456
0,1174.2926167023156,43.6075214906882
0,773.8318477651469,-192.87514122189646
0,1257.7453174509858,230.75251740757622
0,1233.4337532762115,-341.96643437826856
0,1288.3402579734363,312.97536821195854
0,952.2826339724454,280.7848220410669
0,1762.3417636466431,-261.8244484578987
0,1032.22359879924,532.1125770637218
0,722.1772890310218,-19.37705342172629
0,889.1288392872401,-136.88409837346913
0,1635.7104465093776,-396.87814080420145
0,130.1390851184647,-281.4039289303776
0,1520.100275622667,211.56972435497633
0,1291.0400165223934,332.5853335270374
0,539.3562034396624,136.88494185800397
0,1587.1604782233003,132.5961253518373
0,2032.8662954029087,1.3133029960025837
0,1488.9508486886398,72.20828111802041
0,699.1528905170185,-483.17297830781024
0,2002.9559826619586,81.87004889776705
0,548.3302451301992,-376.3299846564852
0,352.0595654479544,321.8228429690668
0,654.1262723396803,-186.55350882960664
0,702.9499227375086,111.86860258142175
0,445.91323428758574,126.72060974085781
0,1339.0900622313534,-267.5216490576347
0,403.9526434719228,269.52359934774387
0,514.8896387695725,155.0819734756874
0,241.51541331856103,13.59186429286275
0,447.3311416094147,5.220630846958832
0,698.2495531506291,253.84008880194818
0,747.9760850176156,239.24571603242154
0,1174.9855849232092,-127.57616291460417
0,1002.2226907916603,269.69537133119667
0,1269.7046099019306,208.8941207702136
0,1230.8811220127109,182.74873725764482
0,1295.6819596963621,434.7477640897098
0,1382.2849734823542,608.6863352407269
0,1311.4115598016951,51.21592595985309
0,1367.9066179970646,237.37639514866538
0,1175.7587058103825,152.99309834874936
0,1489.0815836676384,-118.76136191165202
0,1059.7900745089507,6.21956890793464
0,1098.49265658676,411.4551304521003
0,839.4133429724402,62.66438539875379
0,645.7220314277115,-98.72401076896833
0,322.4413314947446,95.22667167925113
0,1190.8932789382275,155.16852316412232
0,956.7506676570096,325.0206203369894
1,-840.2232172219818,620.1023129500708
1,-904.95218843461,664.9796975615405
1,-868.0937176593461,443.6355752568812
1,-875.4468691386335,444.44563783500405
1,-916.0198417616134,486.71008872803867
1,-337.3162641593322,309.70396405423514
1,-492.71946242760265,181.90517662744034
1,-860.4519038713651,753.4992640748961
1,-817.626881819722,307.30945647870925
1,-987.804636732553,525.5064099610491
1,-954.6655208465485,464.1145224496998
1,-825.9918113981158,376.5056203666614
1,-619.6608277302494,507.2616863911687
1,-875.0487873152277,576.5305280957674
1,-903.3017612487985,468.55570372453434
1,-894.6056514473634,704.0890399975665
1,-944.740129069921,471.2599572417402
1,-721.9124367306404,627.6670413865261
1,-133.40978566725818,-4.6764925342373775
1,-861.7633356350694,221.08488545491284
1,-971.5255239747697,493.7086021081246
1,-873.9975929807658,771.681901178545
1,-743.4770632430641,717.986827588509
1,-825.7705593321534,524.7575727486843
1,-826.9086304066241,203.78324365557654
1,-907.6341555714055,605.7234807298765
1,-960.3000004040234,456.93974017456503
1,-704.0940975454,220.09381743656337
1,-826.7183929265117,217.2106301064482
1,-796.0076537956319,424.5895799025712
1,-802.0016044481058,197.64254748980414
1,-828.2022254404194,517.5235227681611
1,-836.558115324363,254.0426943706919
1,-734.0602449862023,362.32267761035325
1,-847.3157548613304,675.2859163716512
1,-867.9907741340648,265.74971110885883
1,-964.7265265346917,463.19725246484273
1,-976.6553664792378,463.7433056829425
1,-907.3295401633758,396.8546123667273
1,-825.7909760822064,455.1154341918494
1,-776.4235373271964,739.1875496859024
1,-872.1081567624035,676.718581324568
1,-909.1835135109578,518.2455122664626
1,-739.5957688637375,658.6081505672407
1,-939.0368545742934,313.5610502026189
1,-917.6228741435788,562.3377558209288
1,-874.8825920868625,336.81613770533744
1,-799.4197636880257,240.52914011926103
1,-864.0188674977812,535.9450834055857
1,-912.6539893996808,559.2899970625779
1,-530.0300516428457,236.1080686736084
1,-968.8303994961932,407.5822636602338
1,-870.6151846114526,504.1329139928058
1,-947.2427824065611,491.4109483908368
1,-874.4423216344329,658.3352018250462
1,-744.7489558707157,444.5544425231077
1,-78.7092892341328,791.9185147063472
1,-523.4441665069305,397.4829919329703
1,-810.2199740893017,764.1394587014831
1,-791.020518465975,452.5241990446943
1,-661.6521670813552,765.755852709021
1,-909.2361249572097,252.3221029003149
1,-898.5571546839831,408.1571697045049
1,-949.2924124794544,570.1664255148927
1,-761.9999008028386,646.8635713771495
1,-836.1761914222126,250.54602570196147
1,-518.0280639968839,472.32083360876396
1,-913.5475986920223,524.281732351853
1,-861.3939328661884,344.9948721158844
1,-917.3142131365785,461.67446386811207
1,-891.815053950315,339.66566764034025
1,-937.8362690245752,501.9012070833293
1,-533.2628662862488,63.3967047628247
1,-696.09886420585,734.7392607301325
1,-761.9978984606465,192.30255701146135
1,-782.1054448695926,700.7387717749182
1,-1014.0843652989136,522.7133728364527
1,-866.2980406569407,254.39339260381408
1,-782.0002980083881,180.246213248108
1,-823.4793636864417,460.48106713831044
1,-976.6322615507486,561.9216881279647
1,-976.5967895780165,466.7109286154606
1,-915.5945039090767,348.69301485315356
1,-630.130013126624,157.92922831103945
1,-969.8799588463625,383.97196107940056
1,-142.5701057388098,144.49603270804784
1,-557.189839061369,569.2647027796584
1,-731.9468539120915,778.1439632380311
1,-855.4108069878624,344.917398995786
